strain,resistance,mecA,no_of_SCCmec,single_gene_prediction,whole_cassette_prediction,wcp_pident,agreement
1280_4710,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.21,True
1410703_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.78,True
1223492_3,MSSA,False,0,,,0.0,True
1280_27496,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_25800,MSSA,False,0,,,0.0,True
1417036_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.26,True
46170_139,MSSA,False,0,,,0.0,True
1410723_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.22,True
1280_27487,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_4009,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1409543_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.45,True
1418397_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
1280_4699,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1280_4370,MSSA,False,0,,,0.0,True
1410742_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1280_4527,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1412785_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1280_16749,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),83.07,True
1280_4514,MSSA,False,0,,,0.0,True
1280_11651,MSSA,False,0,,,0.0,True
1280_16551,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_24763,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.11,True
1280_4389,MSSA,False,0,,,0.0,True
1280_3812,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
1410768_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.67,False
1608871_4,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.78,True
1280_4692,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.15,True
1410688_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1280_4973,MSSA,False,0,,,0.0,True
1280_4826,MSSA,False,0,,,0.0,True
1280_17811,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.38,True
1280_17733,MSSA,False,0,,,0.0,True
1412746_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1412649_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1280_4416,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,True
1280_17838,MSSA,False,0,,,0.0,True
1280_4691,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_21615,MSSA,False,0,,,0.0,True
1280_4406,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.64,True
1280_27492,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_12594,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1421909_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1410754_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_8136,MSSA,False,0,,,0.0,True
1280_4704,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_12568,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1418297_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
1280_4500,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.28,True
1417171_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_11654,MSSA,False,0,,,0.0,True
1280_4476,MSSA,False,0,,,0.0,True
1280_24927,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.14,True
1280_3804,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.14,True
1280_7258,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),93.21,True
1417035_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_9977,MSSA,False,0,,,0.0,True
1280_29093,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.71,True
1280_4497,MSSA,False,0,,,0.0,True
1280_3566,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,True
1412804_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1410752_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),85.93,True
1280_4720,MSSA,False,0,,,0.0,True
1280_3995,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.89,True
1608888_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.56,True
1280_4006,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1409572_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.26,False
1280_4663,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),80.14,False
1418337_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1409671_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_13692,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,True
1280_4753,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.74,False
1417206_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.92,False
1280_16148,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1280_4049,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_4769,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.77,True
1280_28651,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1418436_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,True
1410877_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,True
1280_3522,MSSA,False,0,,,0.0,True
1417086_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_29075,MSSA,False,0,,,0.0,True
1280_3602,MRSA,True,1,SCCmec_type_IVb(2B),SCCmec_type_IVb(2B),99.47,True
1280_11667,MSSA,False,0,,,0.0,True
1280_13690,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.83,True
1280_4435,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1280_16266,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1411583_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.2,True
1280_28561,MSSA,False,0,,,0.0,True
1280_4386,MSSA,False,0,,,0.0,True
1280_9805,MSSA,False,0,,,0.0,True
1280_30815,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1409474_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_4713,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_23603,MSSA,False,0,,,0.0,True
46170_567,MSSA,False,0,,,0.0,True
1280_9954,MSSA,False,0,,,0.0,True
1280_3524,MSSA,False,0,,,0.0,True
1410902_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.57,True
1280_11674,MSSA,False,0,,,0.0,True
1418305_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
1280_4738,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1280_13711,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.7,True
46170_157,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,True
1418353_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_4696,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4544,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1409404_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,True
1421849_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.56,True
1280_4773,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.99,True
1280_4366,MSSA,False,0,,,0.0,True
1280_16230,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1280_27486,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.15,True
1410698_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1409537_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1280_26411,MSSA,False,0,,,0.0,True
1280_3945,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
1280_4775,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
46170_591,MSSA,False,0,,,0.0,True
1410787_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.56,True
1280_21634,MSSA,False,0,,,0.0,True
1412652_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3905,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1280_3883,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_17872,MSSA,False,0,,,0.0,True
1280_8460,MSSA,False,0,,,0.0,True
1280_14567,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),97.36,True
1280_18511,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
1280_3956,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_3876,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.37,True
1280_27503,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4471,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.55,True
1280_27471,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_11643,MSSA,False,0,,,0.0,True
1280_3603,MRSA,True,1,SCCmec_type_IVi(2B),SCCmec_type_IVi(2B),89.88,True
1409706_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,True
1409737_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_3836,MSSA,False,0,,,0.0,True
1280_17759,MSSA,False,0,,,0.0,True
1280_16636,MSSA,False,0,,,0.0,True
1280_4060,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_17895,MSSA,False,0,,,0.0,True
1417134_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1280_13689,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1280_15995,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_3877,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.74,True
1280_4660,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1409738_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
931433_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),99.77,True
931448_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),99.55,True
1280_16341,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_IV(2B),95.56,True
1280_12598,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1410767_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1280_4688,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
46170_350,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_4372,MSSA,False,0,,,0.0,True
1280_26011,MSSA,False,0,,,0.0,True
1280_16311,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1268883_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),90.66,True
1280_28617,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),95.28,True
1280_18640,MSSA,False,0,,,0.0,True
1280_11681,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_27500,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_27504,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1388010_3,MSSA,False,0,,,0.0,True
1280_17988,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.47,True
1280_17883,MSSA,False,0,,,0.0,True
1280_4034,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.81,True
1412733_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),90.8,True
1417184_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1418322_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.16,True
1280_12236,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1280_10466,MSSA,False,0,,,0.0,True
1280_4509,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_12353,MSSA,False,0,,,0.0,True
1280_12492,MSSA,False,0,,,0.0,True
46170_125,MSSA,False,0,,,0.0,True
1421883_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1280_27482,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.83,True
1280_8437,MSSA,False,0,,,0.0,True
1280_3907,MSSA,False,0,,,0.0,True
1280_12611,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1409727_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1421896_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1280_4683,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_4395,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1410755_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1280_3868,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_15939,MSSA,False,0,,,0.0,True
1421847_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.55,True
1280_12487,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,True
1280_17905,MSSA,False,0,,,0.0,True
1280_18114,MSSA,False,0,,,0.0,True
1280_8545,MSSA,False,0,,,0.0,True
1280_30859,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_3970,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.49,True
1280_12410,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1280_4784,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.15,True
1280_27493,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_3972,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.59,True
1417160_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.46,True
1280_15997,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1409695_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.46,True
1411541_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1417214_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.78,True
1280_11675,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
1280_18571,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.02,True
1280_17783,MSSA,False,0,,,0.0,True
1409587_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.38,True
1280_4658,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.57,True
1280_12493,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1410775_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,True
1280_4415,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1409405_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1411554_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_4046,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1280_4777,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.4,True
1280_10463,MSSA,False,0,,,0.0,True
1409653_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.15,True
1409375_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.78,True
1280_29086,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1410757_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.3,True
1280_12394,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.59,True
1409681_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
46170_353,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1280_4960,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_27501,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1417186_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.83,True
1280_3927,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,True
1417207_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1280_4736,MSSA,False,0,,,0.0,True
1417055_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1280_3946,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.79,True
1409728_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
46170_169,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.94,True
1280_18514,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1409584_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),85.86,True
1280_13684,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.77,True
1280_4712,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.81,True
1280_11688,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_3993,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.81,True
1409500_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.52,True
1418352_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1417148_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_12513,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_4526,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1421870_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),97.59,True
1280_30850,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1409716_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1418387_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.15,True
1280_12474,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.53,True
1280_4966,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1411549_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1280_12610,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
46170_824,MSSA,False,0,,,0.0,True
1418328_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,True
904740_3,MSSA,False,0,,,0.0,True
1280_17949,MSSA,False,0,,,0.0,True
1280_17753,MSSA,False,0,,,0.0,True
1280_4038,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_3902,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1410882_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1280_4964,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_4391,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,True
1715049_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.45,True
1280_3964,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
46170_305,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_4522,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.75,True
1280_4721,MSSA,False,0,,,0.0,True
1280_3866,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_8190,MSSA,False,0,,,0.0,True
1410883_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),93.32,True
1412639_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.5,False
1608903_4,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.41,False
1280_17775,MSSA,False,0,,,0.0,True
46170_590,MSSA,False,0,,,0.0,True
93061_5,MSSA,False,0,,,0.0,True
1280_4411,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1412681_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1418414_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_8814,MSSA,False,0,,,0.0,True
1410824_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.4,True
1412680_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1280_11657,MSSA,False,0,,,0.0,True
1412708_3,MRSA,True,1,SCCmec_type_III(3A),SCCmec_type_III(3A),63.75,True
1421845_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1280_4702,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1280_4780,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.82,True
1409412_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,True
1280_4941,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_28670,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1421887_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.55,True
46170_165,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.94,True
46170_177,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.86,True
1409725_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_12324,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1417082_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_16129,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.8,True
1280_4746,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1280_8803,MSSA,False,0,,,0.0,True
1280_16151,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1412671_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1280_12374,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1410890_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,True
1388666_3,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_IV(2B),92.77,True
1418361_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1417059_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_9799,MSSA,False,0,,,0.0,True
1280_12580,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1412654_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.51,True
1280_4697,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.92,True
1417094_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1280_12340,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
